# scorer=cert energy=eta K=3 N=1000 M=4200 seed=3 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen,h
29,341,0,1,0.0276537058,60,0,1
29,810,1,1,2.871356378,1,0,1
29,810,0,1,0.2784567783,56,0,1
31,178,1,1,2.874654125,1,1,1
31,178,0,1,2.851033599,3,0,1
31,922,1,1,2.874255015,2,0,1
31,922,0,1,0.8204130534,44,0,1
31,341,1,1,2.872944574,1,0,1
31,341,0,1,0.02761949875,60,0,1
31,810,1,1,2.87137134,1,0,1
31,810,0,1,0.2784396058,56,0,1
33,178,1,1,2.8746392,1,1,1
33,178,0,1,2.851056064,3,0,1
33,922,1,1,2.874245574,2,0,1
33,922,0,1,0.8204392434,44,0,1
33,341,1,1,2.872934516,1,0,1
33,341,0,1,0.02763649448,60,0,1
33,810,1,1,2.871366271,1,0,1
33,810,0,1,0.2784253549,56,0,1
35,178,1,1,2.874631462,1,1,1
35,178,0,1,2.851062764,3,0,1
35,922,1,1,2.874253399,2,0,1
35,922,0,1,0.8204918638,44,0,1
35,341,1,1,2.872924316,1,0,1
35,341,0,1,0.02763461638,60,0,1
35,810,1,1,2.871347281,1,0,1
35,810,0,1,0.278457732,56,0,1
36,922,1,1,2.873264889,2,0,1
36,922,0,1,0.8191159251,44,0,1
36,341,1,1,2.871932094,1,1,1
36,341,0,1,0.02728294741,60,0,1
36,810,1,1,2.870366039,1,0,1
36,810,0,1,0.2773700494,56,0,1
36,625,0,1,2.869519134,1,0,1
36,625,1,1,-0.7213966429,76,0,1
38,922,1,1,2.873256786,2,0,1
38,922,0,1,0.81907325,44,0,1
38,341,1,1,2.871938164,1,1,1
38,341,0,1,0.02726485726,60,0,1
38,810,1,1,2.870373472,1,0,1
38,810,0,1,0.2773835808,56,0,1
38,625,0,1,2.869522168,1,0,1
38,625,1,1,-0.7214121895,76,0,1
40,922,1,1,2.873259216,2,0,1
40,922,0,1,0.8190590582,44,0,1
40,341,1,1,2.87193623,1,1,1
40,341,0,1,0.02728124725,60,0,1
40,810,1,1,2.870368558,1,0,1
40,810,0,1,0.2773603676,56,0,1
40,625,0,1,2.869520554,1,0,1
40,625,1,1,-0.7214154276,76,0,1
42,922,1,1,2.873265041,2,0,1
42,922,0,1,0.8191072148,44,0,1
42,341,1,1,2.871926703,1,1,1
42,341,0,1,0.02727384007,60,0,1
42,810,1,1,2.870356915,1,0,1
42,810,0,1,0.2773874087,56,0,1
42,625,0,1,2.86951249,1,0,1
42,625,1,1,-0.7213759315,76,0,1
44,922,1,1,2.873270828,2,0,1
44,922,0,1,0.819035213,44,0,1
44,341,1,1,2.871928534,1,1,1
44,341,0,1,0.02727085093,60,0,1
44,810,1,1,2.870356616,1,0,1
44,810,0,1,0.2773612928,56,0,1
44,625,0,1,2.869511853,1,0,1
44,625,1,1,-0.7213983379,76,0,1
46,922,1,1,2.873271355,2,0,1
46,922,0,1,0.8190945117,44,0,1
46,341,1,1,2.871926772,1,1,1
46,341,0,1,0.02728158109,60,0,1
46,810,1,1,2.870353708,1,0,1
46,810,0,1,0.2773786428,56,0,1
46,625,0,1,2.86951136,1,0,1
46,625,1,1,-0.7214044809,76,0,1
48,922,1,1,2.873268708,2,0,1
48,922,0,1,0.8190521164,44,0,1
48,341,1,1,2.871929973,1,1,1
48,341,0,1,0.0272729304,60,0,1
48,810,1,1,2.870357734,1,0,1
48,810,0,1,0.2773729622,56,0,1
48,625,0,1,2.869511409,1,0,1
48,625,1,1,-0.721380171,76,0,1
50,922,1,1,2.873266719,2,0,1
50,922,0,1,0.8190710387,44,0,1
50,341,1,1,2.871929353,1,1,1
50,341,0,1,0.02727898889,60,0,1
50,810,1,1,2.870356164,1,0,1
50,810,0,1,0.2773694669,56,0,1
50,625,0,1,2.86951464,1,0,1
50,625,1,1,-0.7213983277,76,0,1
52,922,1,1,2.873267949,2,0,1
52,922,0,1,0.8190719768,44,0,1
52,341,1,1,2.871929504,1,1,1
52,341,0,1,0.02727636115,60,0,1
52,810,1,1,2.870354887,1,0,1
52,810,0,1,0.2773775488,56,0,1
52,625,0,1,2.869510455,1,0,1
52,625,1,1,-0.7213949802,76,0,1
54,922,1,1,2.873268021,2,0,1
54,922,0,1,0.819054262,44,0,1
54,341,1,1,2.871928363,1,1,1
54,341,0,1,0.02727660488,60,0,1
54,810,1,1,2.870355036,1,0,1
54,810,0,1,0.2773683295,56,0,1
54,625,0,1,2.869511678,1,0,1
54,625,1,1,-0.7213874829,76,0,1
55,922,1,1,2.870571495,2,0,1
55,922,0,1,0.8123719653,44,0,1
55,810,1,1,2.867654382,1,1,1
55,810,0,1,0.2755258572,56,0,1
55,625,0,1,2.866798529,1,0,1
55,625,1,1,-0.7212314993,82,0,1
55,587,0,1,2.866734219,2,0,1
55,587,1,1,1.888352498,35,0,1
57,922,1,1,2.870570136,2,0,1
57,922,0,1,0.8123661917,44,0,1
57,810,1,1,2.867645818,1,1,1
57,810,0,1,0.2755318617,56,0,1
57,625,0,1,2.866806142,1,0,1
57,625,1,1,-0.7229175984,76,0,1
57,587,0,1,2.866731789,2,0,1
57,587,1,1,1.8883422,35,0,1
59,922,1,1,2.870577125,2,0,1
59,922,0,1,0.8123797186,44,0,1
59,810,1,1,2.867643612,1,1,1
59,810,0,1,0.2755359015,56,0,1
59,625,0,1,2.86680458,1,0,1
59,625,1,1,-0.7228838676,76,0,1
59,587,0,1,2.866745941,2,0,1
59,587,1,1,1.888335635,35,0,1
61,922,1,1,2.870580368,2,0,1
61,922,0,1,0.8123703675,44,0,1
61,810,1,1,2.867633361,1,1,1
61,810,0,1,0.2755293657,56,0,1
61,625,0,1,2.866802163,1,0,1
61,625,1,1,-0.7228579388,76,0,1
61,587,0,1,2.866743926,2,0,1
61,587,1,1,1.888323514,35,0,1
63,922,1,1,2.870579617,2,0,1
63,922,0,1,0.8123666033,44,0,1
63,810,1,1,2.867634442,1,1,1
63,810,0,1,0.2755359433,56,0,1
63,625,0,1,2.866803823,1,0,1
63,625,1,1,-0.7228941216,76,0,1
63,587,0,1,2.866746899,2,0,1
63,587,1,1,1.888341046,35,0,1
65,922,1,1,2.87057578,2,0,1
65,922,0,1,0.8123718804,44,0,1
65,810,1,1,2.867639902,1,1,1
65,810,0,1,0.2755298093,56,0,1
65,625,0,1,2.866806669,1,0,1
65,625,1,1,-0.7228870262,76,0,1
65,587,0,1,2.866747596,2,0,1
65,587,1,1,1.888324782,35,0,1
67,922,1,1,2.870575461,2,0,1
67,922,0,1,0.8123614529,44,0,1
67,810,1,1,2.867643117,1,1,1
67,810,0,1,0.2755335997,56,0,1
67,625,0,1,2.866811261,1,0,1
67,625,1,1,-0.7228687875,76,0,1
67,587,0,1,2.866747015,2,0,1
67,587,1,1,1.888335175,35,0,1
69,922,1,1,2.87057326,2,0,1
69,922,0,1,0.8123699136,44,0,1
69,810,1,1,2.867642728,1,1,1
69,810,0,1,0.2755312599,56,0,1
69,625,0,1,2.866810952,1,0,1
69,625,1,1,-0.7228892865,76,0,1
69,587,0,1,2.866742397,2,0,1
69,587,1,1,1.888331342,35,0,1
71,922,1,1,2.870571209,2,0,1
71,922,0,1,0.8123657504,44,0,1
71,810,1,1,2.867645576,1,1,1
71,810,0,1,0.2755327473,56,0,1
71,625,0,1,2.866814547,1,0,1
71,625,1,1,-0.7228815287,76,0,1
71,587,0,1,2.866743918,2,0,1
71,587,1,1,1.888328349,35,0,1
73,922,1,1,2.870572414,2,0,1
73,922,0,1,0.8123632447,44,0,1
73,810,1,1,2.867646781,1,1,1
73,810,0,1,0.2755310607,56,0,1
73,625,0,1,2.866814035,1,0,1
73,625,1,1,-0.7228751813,76,0,1
73,587,0,1,2.866743951,2,0,1
73,587,1,1,1.888329417,35,0,1
74,922,1,1,2.866288385,2,0,1
74,922,0,1,0.8108258313,44,0,1
74,625,0,1,2.862529381,1,1,1
74,625,1,1,-0.7265976176,76,0,1
74,587,0,1,2.862480345,2,0,1
74,587,1,1,1.884560897,35,0,1
74,206,1,1,2.862368269,1,0,1
74,206,0,1,-0.1066027007,55,0,1
76,922,1,1,2.866281646,2,0,1
76,922,0,1,0.8108154597,44,0,1
76,625,0,1,2.862523418,1,1,1
76,625,1,1,-0.7266550307,76,0,1
76,587,0,1,2.862472375,2,0,1
76,587,1,1,1.884523735,35,0,1
76,206,1,1,2.862363705,1,0,1
76,206,0,1,-0.1065983846,55,0,1
78,922,1,1,2.86628174,2,0,1
78,922,0,1,0.8108090288,44,0,1
78,625,0,1,2.862530161,1,1,1
78,625,1,1,-0.7265991572,76,0,1
78,587,0,1,2.862479099,2,0,1
78,587,1,1,1.884548676,35,0,1
78,206,1,1,2.862357375,1,0,1
78,206,0,1,-0.1066158185,55,0,1
80,922,1,1,2.86627984,2,0,1
80,922,0,1,0.8108329793,44,0,1
80,625,0,1,2.862532649,1,1,1
80,625,1,1,-0.7266003166,76,0,1
80,587,0,1,2.862472432,2,0,1
80,587,1,1,1.884531073,35,0,1
80,206,1,1,2.862358522,1,0,1
80,206,0,1,-0.106612666,55,0,1
82,922,1,1,2.86627606,2,0,1
82,922,0,1,0.8108079702,44,0,1
82,625,0,1,2.86254103,1,1,1
82,625,1,1,-0.7266358671,76,0,1
82,587,0,1,2.862475081,2,0,1
82,587,1,1,1.884548336,35,0,1
82,206,1,1,2.862358915,1,0,1
82,206,0,1,-0.1066053029,55,0,1
84,922,1,1,2.866269539,2,0,1
84,922,0,1,0.8108314347,44,0,1
84,625,0,1,2.862544771,1,1,1
84,625,1,1,-0.7266140481,76,0,1
84,587,0,1,2.862470387,2,0,1
84,587,1,1,1.88452993,35,0,1
84,206,1,1,2.862358933,1,0,1
84,206,0,1,-0.1066142753,55,0,1
86,922,1,1,2.866266016,2,0,1
86,922,0,1,0.8108151035,44,0,1
86,625,0,1,2.862552471,1,1,1
86,625,1,1,-0.7266130519,76,0,1
86,587,0,1,2.862465732,2,0,1
86,587,1,1,1.884544157,35,0,1
86,206,1,1,2.8623684,1,0,1
86,206,0,1,-0.1066072038,55,0,1
88,922,1,1,2.866265414,2,0,1
88,922,0,1,0.8108178201,44,0,1
88,625,0,1,2.862555204,1,1,1
88,625,1,1,-0.7266265517,76,0,1
88,587,0,1,2.862463717,2,0,1
88,587,1,1,1.884542244,35,0,1
88,206,1,1,2.862368882,1,0,1
88,206,0,1,-0.1066100791,55,0,1
90,922,1,1,2.866264604,2,0,1
90,922,0,1,0.8108268819,44,0,1
90,625,0,1,2.86255649,1,1,1
90,625,1,1,-0.7266146869,76,0,1
90,587,0,1,2.862464404,2,0,1
90,587,1,1,1.884535102,35,0,1
90,206,1,1,2.862369504,1,0,1
90,206,0,1,-0.1066126378,55,0,1
92,922,1,1,2.866264121,2,0,1
92,922,0,1,0.8108121798,44,0,1
92,625,0,1,2.862556768,1,1,1
92,625,1,1,-0.7266178768,76,0,1
92,587,0,1,2.862463018,2,0,1
92,587,1,1,1.884538239,35,0,1
92,206,1,1,2.86236968,1,0,1
92,206,0,1,-0.1066089735,55,0,1
93,922,1,1,2.861144721,2,0,1
93,922,0,1,0.8063404268,44,0,1
93,587,0,1,2.857326937,2,0,1
93,587,1,1,1.880526864,35,0,1
93,206,1,1,2.857356947,1,1,1
93,206,0,1,-0.1110104276,55,0,1
93,790,1,1,2.857310926,1,0,1
93,790,0,1,0.7142965605,46,0,1
95,922,1,1,2.86113768,2,0,1
95,922,0,1,0.8063321336,44,0,1
95,587,0,1,2.857324982,2,0,1
95,587,1,1,1.880512726,35,0,1
95,206,1,1,2.85737305,1,1,1
95,206,0,1,-0.1110194108,55,0,1
95,790,1,1,2.857305784,1,0,1
95,790,0,1,0.7142932648,46,0,1
97,922,1,1,2.861126506,2,0,1
97,922,0,1,0.8063561058,44,0,1
97,587,0,1,2.85731703,2,0,1
97,587,1,1,1.880503334,35,0,1
97,206,1,1,2.857388381,1,1,1
97,206,0,1,-0.1110387391,55,0,1
97,790,1,1,2.857311445,1,0,1
97,790,0,1,0.7142982021,46,0,1
99,922,1,1,2.861132178,2,0,1
99,922,0,1,0.8063607115,44,0,1
99,587,0,1,2.857328504,2,0,1
99,587,1,1,1.880501952,35,0,1
99,206,1,1,2.857397364,1,1,1
99,206,0,1,-0.1110237396,55,0,1
99,790,1,1,2.857308951,1,0,1
99,790,0,1,0.7143052094,46,0,1
101,922,1,1,2.86113734,2,0,1
101,922,0,1,0.8063623034,44,0,1
101,587,0,1,2.857339503,2,0,1
101,587,1,1,1.880509994,35,0,1
101,206,1,1,2.857391759,1,1,1
101,206,0,1,-0.1110315307,55,0,1
101,790,1,1,2.857307584,1,0,1
101,790,0,1,0.7142985209,46,0,1
103,922,1,1,2.861141425,2,0,1
103,922,0,1,0.8063612593,44,0,1
103,587,0,1,2.85734793,2,0,1
103,587,1,1,1.880499616,35,0,1
103,206,1,1,2.857384204,1,1,1
103,206,0,1,-0.1110248972,55,0,1
103,790,1,1,2.85730023,1,0,1
103,790,0,1,0.7142964287,46,0,1
105,922,1,1,2.86115097,2,0,1
105,922,0,1,0.8063629647,44,0,1
105,587,0,1,2.857356177,2,0,1
105,587,1,1,1.88051524,35,0,1
105,206,1,1,2.857378334,1,1,1
105,206,0,1,-0.1110259589,55,0,1
105,790,1,1,2.857291881,1,0,1
105,790,0,1,0.7142941706,46,0,1
107,922,1,1,2.861158903,2,0,1
107,922,0,1,0.8063628441,44,0,1
107,587,0,1,2.857362576,2,0,1
107,587,1,1,1.880502745,35,0,1
107,206,1,1,2.857368017,1,1,1
107,206,0,1,-0.1110268384,55,0,1
107,790,1,1,2.857279996,1,0,1
107,790,0,1,0.7143021572,46,0,1
109,922,1,1,2.86116177,2,0,1
109,922,0,1,0.8063635615,44,0,1
109,587,0,1,2.857364978,2,0,1
109,587,1,1,1.880509477,35,0,1
109,206,1,1,2.857360826,1,1,1
109,206,0,1,-0.1110287377,55,0,1
109,790,1,1,2.857274698,1,0,1
109,790,0,1,0.7142951842,46,0,1
111,922,1,1,2.861167859,2,0,1
111,922,0,1,0.8063628956,44,0,1
111,587,0,1,2.857369561,2,0,1
111,587,1,1,1.880506418,35,0,1
111,206,1,1,2.85735751,1,1,1
111,206,0,1,-0.1110273084,55,0,1
111,790,1,1,2.857272777,1,0,1
111,790,0,1,0.7143026141,46,0,1
112,922,1,1,2.85602643,2,0,1
112,922,0,1,0.7902133264,44,0,1
112,587,0,1,2.852175954,2,0,1
112,587,1,1,1.875468263,35,0,1
112,790,1,1,2.85216903,1,0,1
112,790,0,1,0.704921348,52,0,1
112,897,1,1,2.852024719,0,1,1
112,897,0,1,-1.520878389,114,0,1
114,922,1,1,2.856023768,2,0,1
114,922,0,1,0.7902509931,44,0,1
114,587,0,1,2.852182184,2,0,1
114,587,1,1,1.875488617,35,0,1
114,790,1,1,2.852176578,1,1,1
114,790,0,1,0.7049004881,52,0,1
114,481,1,1,2.852021688,1,0,1
114,481,0,1,2.590198327,50,0,1
116,922,1,1,2.856045096,2,0,1
116,922,0,1,0.7903269132,44,0,1
116,790,1,1,2.852127865,1,0,1
116,790,0,1,0.7057385768,46,0,1
116,587,0,1,2.852206099,2,0,1
116,587,1,1,1.875432348,35,0,1
116,897,1,1,2.852069641,0,1,1
116,897,0,1,-1.521082693,114,0,1
118,922,1,1,2.85604561,2,0,1
118,922,0,1,0.7902380146,44,0,1
118,587,0,1,2.852205808,2,0,1
118,587,1,1,1.875481834,35,0,1
118,790,1,1,2.852159729,1,0,1
118,790,0,1,0.7049019634,52,0,1
118,897,1,1,2.852078616,0,1,1
118,897,0,1,-1.52063438,114,0,1
120,922,1,1,2.856053452,2,0,1
120,922,0,1,0.790234771,44,0,1
120,587,0,1,2.852216291,2,0,1
120,587,1,1,1.875468849,35,0,1
120,790,1,1,2.85214145,1,0,1
120,790,0,1,0.7057460328,46,0,1
120,897,1,1,2.852103814,0,1,1
120,897,0,1,-1.52088126,114,0,1
122,922,1,1,2.856045155,2,0,1
122,922,0,1,0.7902843972,44,0,1
122,587,0,1,2.852211606,2,0,1
122,587,1,1,1.875451369,35,0,1
122,790,1,1,2.852186591,1,0,1
122,790,0,1,0.7049110634,52,0,1
122,897,1,1,2.852126251,0,1,1
122,897,0,1,-1.521111987,114,0,1
124,922,1,1,2.856040128,2,0,1
124,922,0,1,0.7902934486,44,0,1
124,587,0,1,2.852216508,2,0,1
124,587,1,1,1.875471375,35,0,1
124,790,1,1,2.85217969,1,0,1
124,790,0,1,0.7049104593,52,0,1
124,897,1,1,2.852106827,0,1,1
124,897,0,1,-1.520861554,114,0,1
126,922,1,1,2.856038734,2,0,1
126,922,0,1,0.7902478188,44,0,1
126,587,0,1,2.852224856,2,0,1
126,587,1,1,1.875446434,35,0,1
126,790,1,1,2.852173551,1,0,1
126,790,0,1,0.7048803725,52,0,1
126,897,1,1,2.852133608,0,1,1
126,897,0,1,-1.520747349,114,0,1
128,922,1,1,2.856040376,2,0,1
128,922,0,1,0.7902736668,44,0,1
128,587,0,1,2.852221816,2,0,1
128,587,1,1,1.875457451,35,0,1
128,790,1,1,2.85217365,1,0,1
128,790,0,1,0.7057637711,46,0,1
128,897,1,1,2.852140869,0,1,1
128,897,0,1,-1.520915533,114,0,1
130,922,1,1,2.856037632,2,0,1
130,922,0,1,0.7902830113,44,0,1
130,587,0,1,2.852225597,2,0,1
130,587,1,1,1.87546524,35,0,1
130,790,1,1,2.852193874,1,0,1
130,790,0,1,0.7049061769,52,0,1
130,897,1,1,2.852131207,0,1,1
130,897,0,1,-1.521016513,114,0,1
131,922,1,1,2.850784443,2,0,1
131,922,0,1,0.7823336458,45,0,1
131,587,0,1,2.846983057,2,0,1
131,587,1,1,1.868332318,39,0,1
131,790,1,1,2.846954582,1,1,1
131,790,0,1,0.6995277606,52,0,1
131,481,1,1,2.846763508,1,0,1
131,481,0,1,2.590161516,50,0,1
133,922,1,1,2.850838411,2,0,1
133,922,0,1,0.7852676999,44,0,1
133,587,0,1,2.8470196,2,0,1
133,587,1,1,1.871035018,35,0,1
133,897,1,1,2.846944031,0,1,1
133,897,0,1,-1.52632753,114,0,1
133,481,1,1,2.846780508,1,0,1
133,481,0,1,2.578810496,50,0,1
135,922,1,1,2.850845482,2,0,1
135,922,0,1,0.7853444807,44,0,1
135,587,0,1,2.847026442,2,0,1
135,587,1,1,1.871008738,35,0,1
135,897,1,1,2.846919474,0,1,1
135,897,0,1,-1.52658995,114,0,1
135,481,1,1,2.846777124,1,0,1
135,481,0,1,2.57882778,50,0,1
137,922,1,1,2.850841949,2,0,1
137,922,0,1,0.7852968019,44,0,1
137,587,0,1,2.847016063,2,0,1
137,587,1,1,1.871032005,35,0,1
137,897,1,1,2.846937903,0,1,1
137,897,0,1,-1.526348059,114,0,1
137,481,1,1,2.846769077,1,0,1
137,481,0,1,2.578823632,50,0,1
139,922,1,1,2.850857679,2,0,1
139,922,0,1,0.7852727796,44,0,1
139,587,0,1,2.847017027,2,0,1
139,587,1,1,1.871054344,35,0,1
139,897,1,1,2.846935133,0,1,1
139,897,0,1,-1.52615386,114,0,1
139,481,1,1,2.846763302,1,0,1
139,481,0,1,2.578815809,50,0,1
141,922,1,1,2.850825389,2,0,1
141,922,0,1,0.785331936,44,0,1
141,587,0,1,2.846994317,2,0,1
141,587,1,1,1.871045629,35,0,1
141,897,1,1,2.846941982,0,1,1
141,897,0,1,-1.526580132,114,0,1
141,481,1,1,2.846782393,1,0,1
141,481,0,1,2.578823094,50,0,1
143,922,1,1,2.850831693,2,0,1
143,922,0,1,0.7853270619,44,0,1
143,587,0,1,2.847002108,2,0,1
143,587,1,1,1.871069308,35,0,1
143,897,1,1,2.846921982,0,1,1
143,897,0,1,-1.526464001,114,0,1
143,481,1,1,2.846780033,1,0,1
143,481,0,1,2.578821294,50,0,1
145,922,1,1,2.850851645,2,0,1
145,922,0,1,0.7852848733,44,0,1
145,587,0,1,2.847025877,2,0,1
145,587,1,1,1.871058221,35,0,1
145,897,1,1,2.846928857,0,1,1
145,897,0,1,-1.526250611,114,0,1
145,481,1,1,2.846764634,1,0,1
145,481,0,1,2.578811159,50,0,1
147,922,1,1,2.850844813,2,0,1
147,922,0,1,0.7853046116,44,0,1
147,587,0,1,2.847019907,2,0,1
147,587,1,1,1.871031818,35,0,1
147,897,1,1,2.846923372,0,1,1
147,897,0,1,-1.526358678,114,0,1
147,481,1,1,2.846799516,1,0,1
147,481,0,1,2.578817616,50,0,1
149,922,1,1,2.850845473,2,0,1
149,922,0,1,0.785330537,44,0,1
149,587,0,1,2.847016857,2,0,1
149,587,1,1,1.871052451,35,0,1
149,897,1,1,2.846935981,0,1,1
149,897,0,1,-1.526567514,114,0,1
149,481,1,1,2.846791985,1,0,1
149,481,0,1,2.578819209,50,0,1
150,922,1,1,2.84558948,2,0,1
150,922,0,1,0.7773972683,45,0,1
150,587,0,1,2.841773507,2,0,1
150,587,1,1,1.863494421,40,0,1
150,481,1,1,2.841557393,1,1,1
150,481,0,1,2.578722804,50,0,1
150,833,0,1,2.841089228,1,0,1
150,833,1,1,0.46932019,89,0,1
152,922,1,1,2.845566205,2,0,1
152,922,0,1,0.7769176513,44,0,1
152,587,0,1,2.841745387,2,0,1
152,587,1,1,1.864353083,35,0,1
152,481,1,1,2.841518802,1,1,1
152,481,0,1,2.578723695,50,0,1
152,833,0,1,2.841053672,1,0,1
152,833,1,1,0.4693160282,89,0,1
154,922,1,1,2.845563473,2,0,1
154,922,0,1,0.7769282186,44,0,1
154,587,0,1,2.841754466,2,0,1
154,587,1,1,1.864340131,35,0,1
154,481,1,1,2.841537793,1,1,1
154,481,0,1,2.578719151,50,0,1
154,833,0,1,2.841049493,1,0,1
154,833,1,1,0.4693312246,89,0,1
156,922,1,1,2.845574658,2,0,1
156,922,0,1,0.7769606697,44,0,1
156,587,0,1,2.841768161,2,0,1
156,587,1,1,1.864331426,35,0,1
156,481,1,1,2.841542173,1,1,1
156,481,0,1,2.578715584,50,0,1
156,833,0,1,2.841062778,1,0,1
156,833,1,1,0.4693531722,89,0,1
158,922,1,1,2.845575189,2,0,1
158,922,0,1,0.7769030277,44,0,1
158,587,0,1,2.84177381,2,0,1
158,587,1,1,1.864336665,35,0,1
158,481,1,1,2.841538314,1,1,1
158,481,0,1,2.578708195,50,0,1
158,833,0,1,2.841045951,1,0,1
158,833,1,1,0.4693533245,89,0,1
160,922,1,1,2.845574445,2,0,1
160,922,0,1,0.7769238336,44,0,1
160,587,0,1,2.841769014,2,0,1
160,587,1,1,1.864334388,35,0,1
160,481,1,1,2.8415327,1,1,1
160,481,0,1,2.578714324,50,0,1
