# scorer=cert energy=sigma K=3 N=1000 M=4150 seed=1 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen
21,579,1,1,9.533132891,0,1
21,579,0,1,8.694039017,20,0
21,55,0,1,9.533072436,1,0
21,55,1,1,8.235628038,24,0
21,770,1,1,9.532471529,1,0
21,770,0,1,8.132244319,24,0
23,697,0,1,9.533132179,0,0
23,697,1,1,8.389737392,22,0
23,579,1,1,9.533132179,0,1
23,579,0,1,8.694036564,20,0
23,55,0,1,9.533078303,1,0
23,55,1,1,8.23563301,24,0
23,770,1,1,9.532476801,1,0
23,770,0,1,8.13224243,24,0
25,697,0,1,9.533137364,0,0
25,697,1,1,8.389735169,22,0
25,579,1,1,9.533137364,0,1
25,579,0,1,8.694062374,20,0
25,55,0,1,9.533080285,1,0
25,55,1,1,8.235648762,24,0
25,770,1,1,9.532479078,1,0
25,770,0,1,8.132251746,24,0
27,697,0,1,9.533132705,0,1
27,697,1,1,8.389733578,22,0
27,579,1,1,9.533132705,0,0
27,579,0,1,8.69405437,20,0
27,55,0,1,9.533076234,1,0
27,55,1,1,8.235628586,24,0
27,770,1,1,9.532475243,1,0
27,770,0,1,8.132248714,24,0
29,579,1,1,9.533133315,0,1
29,579,0,1,8.694047772,20,0
29,697,0,1,9.533133315,0,0
29,697,1,1,8.389747732,22,0
29,55,0,1,9.533078793,1,0
29,55,1,1,8.23563025,24,0
29,770,1,1,9.532477134,1,0
29,770,0,1,8.132243056,24,0
31,697,0,1,9.533135134,0,0
31,697,1,1,8.389743048,22,0
31,579,1,1,9.533135134,0,1
31,579,0,1,8.694050415,20,0
31,55,0,1,9.533079201,1,0
31,55,1,1,8.235626154,24,0
31,770,1,1,9.532478193,1,0
31,770,0,1,8.132246229,24,0
33,697,0,1,9.533133067,0,0
33,697,1,1,8.38974527,22,0
33,579,1,1,9.533133067,0,1
33,579,0,1,8.694036801,20,0
33,55,0,1,9.533078185,1,0
33,55,1,1,8.235632242,24,0
33,770,1,1,9.532476632,1,0
33,770,0,1,8.132245208,24,0
35,697,0,1,9.533132997,0,1
35,697,1,1,8.389737264,22,0
35,579,1,1,9.533132997,0,0
35,579,0,1,8.694050806,20,0
35,55,0,1,9.533079044,1,0
35,55,1,1,8.235637831,24,0
35,770,1,1,9.532477637,1,0
35,770,0,1,8.132249858,24,0
36,579,1,1,9.533133927,0,1
36,579,0,1,8.694050853,20,0
36,55,0,1,9.533079113,1,0
36,55,1,1,8.235637524,24,0
36,770,1,1,9.532477774,1,0
36,770,0,1,8.132252366,24,0
36,69,1,1,9.532029446,1,0
36,69,0,1,7.410319695,29,0
38,579,1,1,9.533133736,0,1
38,579,0,1,8.694051533,20,0
38,55,0,1,9.533078462,1,0
38,55,1,1,8.23563395,24,0
38,770,1,1,9.532477179,1,0
38,770,0,1,8.132249669,24,0
38,69,1,1,9.532028914,1,0
38,69,0,1,7.41031753,29,0
40,579,1,1,9.533133406,0,1
40,579,0,1,8.694050448,20,0
40,55,0,1,9.533078512,1,0
40,55,1,1,8.235631984,24,0
40,770,1,1,9.532477013,1,0
40,770,0,1,8.132248057,24,0
40,69,1,1,9.532029203,1,0
40,69,0,1,7.410317441,29,0
42,579,1,1,9.533133797,0,1
42,579,0,1,8.694050599,20,0
42,55,0,1,9.533078778,1,0
42,55,1,1,8.235629623,24,0
42,770,1,1,9.532477563,1,0
42,770,0,1,8.132246484,24,0
42,69,1,1,9.532029667,1,0
42,69,0,1,7.410317432,29,0
44,579,1,1,9.533133625,0,1
44,579,0,1,8.694044888,20,0
44,55,0,1,9.533078641,1,0
44,55,1,1,8.235631637,24,0
44,770,1,1,9.532477238,1,0
44,770,0,1,8.132245575,24,0
44,69,1,1,9.532029585,1,0
44,69,0,1,7.410318471,29,0
46,579,1,1,9.533133442,0,1
46,579,0,1,8.694049348,20,0
46,55,0,1,9.533078688,1,0
46,55,1,1,8.235633952,24,0
46,770,1,1,9.532477299,1,0
46,770,0,1,8.132246687,24,0
46,69,1,1,9.532029292,1,0
46,69,0,1,7.410318941,29,0
48,579,1,1,9.533133601,0,1
48,579,0,1,8.694049069,20,0
48,55,0,1,9.533078752,1,0
48,55,1,1,8.235633855,24,0
48,770,1,1,9.532477352,1,0
48,770,0,1,8.132247992,24,0
48,69,1,1,9.532029291,1,0
48,69,0,1,7.410318337,29,0
50,579,1,1,9.533133567,0,1
50,579,0,1,8.69404942,20,0
50,55,0,1,9.533078672,1,0
50,55,1,1,8.235633273,24,0
50,770,1,1,9.532477291,1,0
50,770,0,1,8.132247381,24,0
50,69,1,1,9.532029209,1,0
50,69,0,1,7.410318382,29,0
52,579,1,1,9.533133521,0,1
52,579,0,1,8.694050479,20,0
52,55,0,1,9.533078708,1,0
52,55,1,1,8.235632285,24,0
52,770,1,1,9.532477327,1,0
52,770,0,1,8.132247275,24,0
52,69,1,1,9.532029479,1,0
52,69,0,1,7.410317966,29,0
54,579,1,1,9.533133573,0,1
54,579,0,1,8.694047932,20,0
54,55,0,1,9.533078723,1,0
54,55,1,1,8.235631717,24,0
54,770,1,1,9.532477361,1,0
54,770,0,1,8.132246938,24,0
54,69,1,1,9.532029501,1,0
54,69,0,1,7.410318191,29,0
55,55,0,1,9.533078693,1,1
55,55,1,1,8.235632297,24,0
55,770,1,1,9.532477281,1,0
55,770,0,1,8.132246657,24,0
55,69,1,1,9.532029516,1,0
55,69,0,1,7.41031841,29,0
55,920,1,1,9.530616643,1,0
55,920,0,1,7.585747333,24,0
57,55,0,1,9.533078702,1,1
57,55,1,1,8.235633177,24,0
57,770,1,1,9.532477286,1,0
57,770,0,1,8.132247695,24,0
57,69,1,1,9.532029339,1,0
57,69,0,1,7.410318422,29,0
57,920,1,1,9.530616774,1,0
57,920,0,1,7.585746145,24,0
59,55,0,1,9.533078687,1,1
59,55,1,1,8.235632442,24,0
59,770,1,1,9.532477314,1,0
59,770,0,1,8.132247483,24,0
59,69,1,1,9.532029362,1,0
59,69,0,1,7.410318185,29,0
59,920,1,1,9.530616574,1,0
59,920,0,1,7.585746125,24,0
61,55,0,1,9.533078689,1,1
61,55,1,1,8.235632461,24,0
61,770,1,1,9.532477305,1,0
61,770,0,1,8.132246969,24,0
61,69,1,1,9.532029408,1,0
61,69,0,1,7.410318356,29,0
61,920,1,1,9.530616637,1,0
61,920,0,1,7.585746719,24,0
63,55,0,1,9.533078693,1,1
63,55,1,1,8.235632796,24,0
63,770,1,1,9.53247731,1,0
63,770,0,1,8.132247314,24,0
63,69,1,1,9.532029374,1,0
63,69,0,1,7.410318395,29,0
63,920,1,1,9.530616599,1,0
63,920,0,1,7.585746174,24,0
65,55,0,1,9.533078692,1,1
65,55,1,1,8.235632491,24,0
65,770,1,1,9.532477317,1,0
65,770,0,1,8.132247404,24,0
65,69,1,1,9.532029382,1,0
65,69,0,1,7.410318279,29,0
65,920,1,1,9.530616528,1,0
65,920,0,1,7.585746287,24,0
67,55,0,1,9.533078692,1,1
67,55,1,1,8.235632554,24,0
67,770,1,1,9.532477315,1,0
67,770,0,1,8.132247351,24,0
67,69,1,1,9.532029393,1,0
67,69,0,1,7.410318344,29,0
67,920,1,1,9.530616575,1,0
67,920,0,1,7.585746513,24,0
69,55,0,1,9.533078693,1,1
69,55,1,1,8.235632697,24,0
69,770,1,1,9.53247731,1,0
69,770,0,1,8.132247396,24,0
69,69,1,1,9.532029371,1,0
69,69,0,1,7.410318358,29,0
69,920,1,1,9.530616558,1,0
69,920,0,1,7.585746321,24,0
71,55,0,1,9.533078693,1,1
71,55,1,1,8.235632565,24,0
71,770,1,1,9.532477313,1,0
71,770,0,1,8.13224733,24,0
71,69,1,1,9.53202938,1,0
71,69,0,1,7.410318321,29,0
71,920,1,1,9.530616538,1,0
71,920,0,1,7.585746362,24,0
73,55,0,1,9.533078693,1,1
73,55,1,1,8.235632586,24,0
73,770,1,1,9.532477312,1,0
73,770,0,1,8.132247326,24,0
73,69,1,1,9.532029381,1,0
73,69,0,1,7.410318336,29,0
73,920,1,1,9.53061656,1,0
73,920,0,1,7.585746444,24,0
74,770,1,1,9.532477294,1,1
74,770,0,1,8.052411656,24,0
74,69,1,1,9.531974543,1,0
74,69,0,1,7.410234045,29,0
74,920,1,1,9.530561972,1,0
74,920,0,1,7.585721199,24,0
74,236,0,1,9.530409714,0,0
74,236,1,1,3.702240809,42,0
76,770,1,1,9.532476901,1,1
76,770,0,1,8.05241045,24,0
76,69,1,1,9.531974579,1,0
76,69,0,1,7.410234792,29,0
76,920,1,1,9.530562787,1,0
76,920,0,1,7.585719666,24,0
76,236,0,1,9.530411379,0,0
76,236,1,1,3.70224064,42,0
78,770,1,1,9.532477035,1,1
78,770,0,1,8.052410416,24,0
78,69,1,1,9.531974178,1,0
78,69,0,1,7.410234201,29,0
78,920,1,1,9.530563287,1,0
78,920,0,1,7.58571951,24,0
78,236,0,1,9.530411422,0,0
78,236,1,1,3.70224051,42,0
80,770,1,1,9.532477049,1,1
80,770,0,1,8.052410951,24,0
80,69,1,1,9.531974359,1,0
80,69,0,1,7.410234056,29,0
80,920,1,1,9.530563408,1,0
80,920,0,1,7.58571953,24,0
80,236,0,1,9.53041118,0,0
80,236,1,1,3.702241005,42,0
82,770,1,1,9.532477003,1,1
82,770,0,1,8.052411322,24,0
82,69,1,1,9.531974432,1,0
82,69,0,1,7.410234053,29,0
82,920,1,1,9.53056309,1,0
82,920,0,1,7.585719373,24,0
82,236,0,1,9.530411299,0,0
82,236,1,1,3.702241254,42,0
84,770,1,1,9.532476962,1,1
84,770,0,1,8.052411134,24,0
84,69,1,1,9.531974447,1,0
84,69,0,1,7.410233964,29,0
84,920,1,1,9.530563052,1,0
84,920,0,1,7.585719333,24,0
84,236,0,1,9.530411246,0,0
84,236,1,1,3.702241222,42,0
86,770,1,1,9.532476965,1,1
86,770,0,1,8.052411038,24,0
86,69,1,1,9.531974403,1,0
86,69,0,1,7.410233908,29,0
86,920,1,1,9.530563109,1,0
86,920,0,1,7.585719479,24,0
86,236,0,1,9.530411281,0,0
86,236,1,1,3.702241239,42,0
88,770,1,1,9.532476956,1,1
88,770,0,1,8.052411128,24,0
88,69,1,1,9.531974397,1,0
88,69,0,1,7.410233919,29,0
88,920,1,1,9.530563154,1,0
88,920,0,1,7.585719445,24,0
88,236,0,1,9.530411275,0,0
88,236,1,1,3.702241254,42,0
90,770,1,1,9.532476963,1,1
90,770,0,1,8.052411131,24,0
90,69,1,1,9.531974408,1,0
90,69,0,1,7.410233945,29,0
90,920,1,1,9.530563168,1,0
90,920,0,1,7.585719445,24,0
90,236,0,1,9.530411246,0,0
90,236,1,1,3.70224126,42,0
92,770,1,1,9.53247697,1,1
92,770,0,1,8.052411107,24,0
92,69,1,1,9.531974406,1,0
92,69,0,1,7.410233959,29,0
92,920,1,1,9.530563191,1,0
92,920,0,1,7.585719459,24,0
92,236,0,1,9.530411246,0,0
92,236,1,1,3.702241227,42,0
93,69,1,1,9.531373189,1,1
93,69,0,1,7.409280657,29,0
93,920,1,1,9.529959925,1,0
93,920,0,1,7.585464794,24,0
93,236,0,1,9.529806197,0,0
93,236,1,1,3.702052806,42,0
93,801,1,1,9.529018548,1,0
93,801,0,1,6.928599709,27,0
95,69,1,1,9.531372632,1,1
95,69,0,1,7.409280633,29,0
95,920,1,1,9.529960581,1,0
95,920,0,1,7.585461861,24,0
95,236,0,1,9.529807145,0,0
95,236,1,1,3.702052978,42,0
95,801,1,1,9.529017905,1,0
95,801,0,1,6.92859963,27,0
97,69,1,1,9.531372891,1,1
97,69,0,1,7.409278998,29,0
97,920,1,1,9.5299619,1,0
97,920,0,1,7.585459603,24,0
97,236,0,1,9.529808675,0,0
97,236,1,1,3.702052829,42,0
97,801,1,1,9.529018078,1,0
97,801,0,1,6.928599247,27,0
99,69,1,1,9.531373174,1,1
99,69,0,1,7.409278858,29,0
99,920,1,1,9.529962499,1,0
99,920,0,1,7.585460246,24,0
99,236,0,1,9.529808249,0,0
99,236,1,1,3.702053809,42,0
99,801,1,1,9.529018454,1,0
99,801,0,1,6.928599383,27,0
101,69,1,1,9.531373249,1,1
101,69,0,1,7.409279528,29,0
101,920,1,1,9.529962519,1,0
101,920,0,1,7.585459551,24,0
101,236,0,1,9.529807721,0,0
101,236,1,1,3.702054128,42,0
101,801,1,1,9.529018743,1,0
101,801,0,1,6.928598989,27,0
103,69,1,1,9.531373255,1,1
103,69,0,1,7.409279131,29,0
103,920,1,1,9.529962284,1,0
103,920,0,1,7.585458854,24,0
103,236,0,1,9.529807876,0,0
103,236,1,1,3.702053927,42,0
103,801,1,1,9.529018755,1,0
103,801,0,1,6.928599199,27,0
105,69,1,1,9.531373281,1,1
105,69,0,1,7.409279095,29,0
105,920,1,1,9.529962526,1,0
105,920,0,1,7.585459565,24,0
105,236,0,1,9.529807722,0,0
105,236,1,1,3.702053909,42,0
105,801,1,1,9.52901893,1,0
105,801,0,1,6.92859939,27,0
107,69,1,1,9.531373295,1,1
107,69,0,1,7.409279176,29,0
107,920,1,1,9.529962573,1,0
107,920,0,1,7.585459414,24,0
107,236,0,1,9.529807666,0,0
107,236,1,1,3.702053874,42,0
107,801,1,1,9.52901894,1,0
107,801,0,1,6.928599464,27,0
109,69,1,1,9.531373298,1,1
109,69,0,1,7.409279146,29,0
109,920,1,1,9.529962554,1,0
109,920,0,1,7.58545925,24,0
109,236,0,1,9.52980768,0,0
109,236,1,1,3.7020538,42,0
109,801,1,1,9.52901889,1,0
109,801,0,1,6.928599538,27,0
111,69,1,1,9.531373313,1,1
111,69,0,1,7.409279192,29,0
111,920,1,1,9.529962582,1,0
111,920,0,1,7.585459438,24,0
111,236,0,1,9.529807635,0,0
111,236,1,1,3.7020538,42,0
111,801,1,1,9.529018938,1,0
111,801,0,1,6.928599555,27,0
112,920,1,1,9.528859083,1,1
112,920,0,1,7.584942393,24,0
112,236,0,1,9.528701868,0,0
112,236,1,1,3.701043294,42,0
112,801,1,1,9.527917219,1,0
112,801,0,1,6.927887189,27,0
112,802,1,1,9.526968731,2,0
112,802,0,1,5.71043602,32,0
114,920,1,1,9.528855989,1,1
114,920,0,1,7.584941431,24,0
114,236,0,1,9.528700043,0,0
114,236,1,1,3.701046856,42,0
114,801,1,1,9.527921063,1,0
114,801,0,1,6.927888397,27,0
114,802,1,1,9.526965731,0,0
114,802,0,1,5.710435386,32,0
116,920,1,1,9.528856266,1,1
116,920,0,1,7.584933998,24,0
116,236,0,1,9.528702358,0,0
116,236,1,1,3.701047479,42,0
116,801,1,1,9.527920927,1,0
116,801,0,1,6.927887749,27,0
116,802,1,1,9.526964191,0,0
116,802,0,1,5.710435997,32,0
118,920,1,1,9.528855762,1,1
118,920,0,1,7.584934566,24,0
118,236,0,1,9.528702603,0,0
118,236,1,1,3.70104719,42,0
118,801,1,1,9.52792156,1,0
118,801,0,1,6.927886889,27,0
118,802,1,1,9.526966042,0,0
118,802,0,1,5.710434089,32,0
120,920,1,1,9.528855839,1,1
120,920,0,1,7.584934415,24,0
120,236,0,1,9.528702725,0,0
120,236,1,1,3.701047567,42,0
120,801,1,1,9.527921451,1,0
120,801,0,1,6.92788656,27,0
120,802,1,1,9.526966895,0,0
120,802,0,1,5.710433931,32,0
122,920,1,1,9.528855667,1,1
122,920,0,1,7.584931794,24,0
122,236,0,1,9.528703323,0,0
122,236,1,1,3.7010475,42,0
122,801,1,1,9.527921036,1,0
122,801,0,1,6.927886693,27,0
122,802,1,1,9.526968397,0,0
122,802,0,1,5.710432888,32,0
124,920,1,1,9.528855488,1,1
124,920,0,1,7.584932714,24,0
124,236,0,1,9.528703228,0,0
124,236,1,1,3.701047695,42,0
124,801,1,1,9.527921329,1,0
124,801,0,1,6.927886956,27,0
124,802,1,1,9.526967024,0,0
124,802,0,1,5.710432608,32,0
126,920,1,1,9.528855595,1,1
126,920,0,1,7.584933027,24,0
126,236,0,1,9.528703475,0,0
126,236,1,1,3.701047779,42,0
126,801,1,1,9.52792143,1,0
126,801,0,1,6.92788697,27,0
126,802,1,1,9.52696726,0,0
126,802,0,1,5.710432558,32,0
128,920,1,1,9.528855452,1,1
128,920,0,1,7.584932341,24,0
128,236,0,1,9.528703523,0,0
128,236,1,1,3.701047608,42,0
128,801,1,1,9.527921166,1,0
128,801,0,1,6.927886977,27,0
128,802,1,1,9.526967231,0,0
128,802,0,1,5.710432952,32,0
130,920,1,1,9.528855284,1,1
130,920,0,1,7.58493262,24,0
130,236,0,1,9.528703555,0,0
130,236,1,1,3.701047528,42,0
130,801,1,1,9.527921215,1,0
130,801,0,1,6.927887026,27,0
130,802,1,1,9.526967044,0,0
130,802,0,1,5.71043269,32,0
131,236,0,1,9.526191347,0,1
131,236,1,1,3.698836987,42,0
131,801,1,1,9.525392774,1,0
131,801,0,1,6.926409079,27,0
131,802,1,1,9.524454854,2,0
131,802,0,1,5.707692591,36,0
131,822,1,1,9.523898143,0,0
131,822,0,1,5.346616538,35,0
133,236,0,1,9.526191715,0,1
133,236,1,1,3.698838989,42,0
133,801,1,1,9.525400768,1,0
133,801,0,1,6.92640794,27,0
133,802,1,1,9.52445429,2,0
133,802,0,1,5.706800455,32,0
133,822,1,1,9.523913568,0,0
133,822,0,1,5.346612807,35,0
135,236,0,1,9.526188531,0,1
135,236,1,1,3.698838617,42,0
135,801,1,1,9.52540084,1,0
135,801,0,1,6.926410764,27,0
135,802,1,1,9.524456775,2,0
135,802,0,1,5.706806601,32,0
135,822,1,1,9.523902018,0,0
135,822,0,1,5.346615837,35,0
137,236,0,1,9.526190424,0,1
137,236,1,1,3.698839324,42,0
137,801,1,1,9.525399728,1,0
137,801,0,1,6.926408872,27,0
137,802,1,1,9.524451496,0,0
137,802,0,1,5.7068015,32,0
137,822,1,1,9.523907667,0,0
137,822,0,1,5.346613221,35,0
139,236,0,1,9.526188006,0,1
139,236,1,1,3.698839408,42,0
139,801,1,1,9.525399445,1,0
139,801,0,1,6.926409851,27,0
139,802,1,1,9.524458168,2,0
139,802,0,1,5.706804214,32,0
139,822,1,1,9.523897006,0,0
139,822,0,1,5.346614012,35,0
141,236,0,1,9.52619101,0,1
141,236,1,1,3.698838189,42,0
141,801,1,1,9.525399895,1,0
141,801,0,1,6.926409212,27,0
141,802,1,1,9.524457313,0,0
141,802,0,1,5.706801431,32,0
141,822,1,1,9.523904326,0,0
141,822,0,1,5.346614016,35,0
143,236,0,1,9.526188972,0,1
143,236,1,1,3.698838876,42,0
143,801,1,1,9.525400837,1,0
143,801,0,1,6.92640976,27,0
143,802,1,1,9.524459333,2,0
143,802,0,1,5.70680435,32,0
143,822,1,1,9.523903405,0,0
143,822,0,1,5.346613687,35,0
145,236,0,1,9.526190203,0,1
145,236,1,1,3.698839324,42,0
145,801,1,1,9.525401995,1,0
145,801,0,1,6.926408475,27,0
145,802,1,1,9.524458855,2,0
145,802,0,1,5.706802315,32,0
145,822,1,1,9.523903654,0,0
145,822,0,1,5.346614147,35,0
147,236,0,1,9.526190024,0,1
147,236,1,1,3.698839361,42,0
147,801,1,1,9.525400957,1,0
147,801,0,1,6.926408987,27,0
147,802,1,1,9.524459495,2,0
147,802,0,1,5.706804008,32,0
147,822,1,1,9.523903598,0,0
147,822,0,1,5.346612883,35,0
149,236,0,1,9.526190097,0,1
149,236,1,1,3.698839938,42,0
149,801,1,1,9.525400213,1,0
149,801,0,1,6.926408982,27,0
149,802,1,1,9.524458249,2,0
149,802,0,1,5.706803487,32,0
149,822,1,1,9.523904471,0,0
149,822,0,1,5.34661385,35,0
150,801,1,1,9.522731106,1,1
150,801,0,1,6.92322027,27,0
150,802,1,1,9.521799747,2,0
150,802,0,1,5.700898268,36,0
150,822,1,1,9.521222444,0,0
150,822,0,1,5.34540064,35,0
150,644,0,1,9.520397371,1,0
150,644,1,1,6.661827937,30,0
152,801,1,1,9.522726004,1,1
152,801,0,1,6.923219839,27,0
152,802,1,1,9.521798758,2,0
152,802,0,1,5.700897387,36,0
152,822,1,1,9.521227325,0,0
152,822,0,1,5.345402644,35,0
152,644,0,1,9.520391683,1,0
152,644,1,1,6.661833,30,0
154,801,1,1,9.522724048,1,1
154,801,0,1,6.923218701,27,0
154,802,1,1,9.521803765,2,0
154,802,0,1,5.700896258,36,0
154,822,1,1,9.521220531,0,0
154,822,0,1,5.345401026,35,0
154,644,0,1,9.520388467,1,0
154,644,1,1,6.661828892,30,0
156,801,1,1,9.52272224,1,1
156,801,0,1,6.923220645,27,0
156,802,1,1,9.5218044,2,0
156,802,0,1,5.700897032,36,0
156,822,1,1,9.521223176,0,0
156,822,0,1,5.345400952,35,0
156,644,0,1,9.520391757,1,0
156,644,1,1,6.661826563,30,0
158,801,1,1,9.522723157,1,1
158,801,0,1,6.923218297,27,0
158,802,1,1,9.521805045,2,0
158,802,0,1,5.700896654,36,0
158,822,1,1,9.521224142,0,0
158,822,0,1,5.345399807,35,0
158,644,0,1,9.520393264,1,0
158,644,1,1,6.661827734,30,0
160,801,1,1,9.522721537,1,1
160,801,0,1,6.923219009,27,0
160,802,1,1,9.521806406,2,0
160,802,0,1,5.700897209,36,0
160,822,1,1,9.521227362,0,0
160,822,0,1,5.345399987,35,0
160,644,0,1,9.520390085,1,0
160,644,1,1,6.661828166,30,0
162,801,1,1,9.522720256,1,1
162,801,0,1,6.923219953,27,0
162,802,1,1,9.521806713,2,0
162,802,0,1,5.700896756,36,0
162,822,1,1,9.521228722,0,0
162,822,0,1,5.345399903,35,0
162,644,0,1,9.520389513,1,0
162,644,1,1,6.661827173,30,0
164,801,1,1,9.522719786,1,1
164,801,0,1,6.923219815,27,0
164,802,1,1,9.521806656,2,0
164,802,0,1,5.700896589,36,0
164,822,1,1,9.521228924,0,0
164,822,0,1,5.345399504,35,0
164,644,0,1,9.520388848,1,0
164,644,1,1,6.661826805,30,0
166,801,1,1,9.522719202,1,1
166,801,0,1,6.923219784,27,0
166,802,1,1,9.521806637,2,0
166,802,0,1,5.700896915,36,0
166,822,1,1,9.521229554,0,0
166,822,0,1,5.345399467,35,0
166,644,0,1,9.520388529,1,0
166,644,1,1,6.661827307,30,0
168,801,1,1,9.522719121,1,1
168,801,0,1,6.923219921,27,0
168,802,1,1,9.521806876,2,0
168,802,0,1,5.700896743,36,0
168,822,1,1,9.52122951,0,0
168,822,0,1,5.345399356,35,0
168,644,0,1,9.52038873,1,0
168,644,1,1,6.661827464,30,0
169,802,1,1,9.518353151,2,1
169,802,0,1,5.696918786,36,0
169,822,1,1,9.517759972,0,0
169,822,0,1,5.341471754,35,0
169,644,0,1,9.516925362,1,0
169,644,1,1,6.658410148,30,0
169,666,0,1,9.516242275,2,0
169,666,1,1,7.308816721,24,0
171,802,1,1,9.518345982,2,1
171,802,0,1,5.696896968,36,0
171,822,1,1,9.5177624,0,0
171,822,0,1,5.341477002,35,0
171,644,0,1,9.516942857,1,0
171,644,1,1,6.658391325,30,0
171,782,1,1,9.516284861,1,0
171,782,0,1,5.462217038,30,0
173,802,1,1,9.518338897,2,1
173,802,0,1,5.69689451,36,0
173,822,1,1,9.517755713,0,0
173,822,0,1,5.341474985,35,0
173,644,0,1,9.516933757,1,0
173,644,1,1,6.658394441,30,0
173,782,1,1,9.51628036,1,0
173,782,0,1,5.462205472,30,0
175,802,1,1,9.518329518,2,1
175,802,0,1,5.696893352,36,0
175,822,1,1,9.517739935,0,0
175,822,0,1,5.341473197,35,0
175,644,0,1,9.516948886,1,0
175,644,1,1,6.658393542,30,0
175,782,1,1,9.516293552,1,0
175,782,0,1,5.462204695,30,0
177,802,1,1,9.518328936,1,1
177,802,0,1,5.696904115,36,0
177,822,1,1,9.517767887,0,0
177,822,0,1,5.341467882,35,0
177,644,0,1,9.516908647,1,0
177,644,1,1,6.658379226,30,0
177,782,1,1,9.516255832,1,0
177,782,0,1,5.462199421,30,0
179,802,1,1,9.518340687,2,1
179,802,0,1,5.696906735,36,0
179,822,1,1,9.517769925,0,0
179,822,0,1,5.341468671,35,0
179,644,0,1,9.516919723,1,0
179,644,1,1,6.658378567,30,0
179,782,1,1,9.51626335,1,0
179,782,0,1,5.462201628,30,0
181,802,1,1,9.518323567,2,1
181,802,0,1,5.696898698,36,0
181,822,1,1,9.517758553,0,0
181,822,0,1,5.341477695,35,0
181,644,0,1,9.516946208,1,0
181,644,1,1,6.658383249,30,0
181,782,1,1,9.516283711,1,0
181,782,0,1,5.462204137,30,0
183,802,1,1,9.518315749,1,1
