# scorer=cert energy=eta K=3 N=1000 M=4150 seed=1 r=0.9 lookahead_k=4
step,vertex,dir,converged,sigma_after,eta_after,chosen
21,579,0,1,8.694055164,20,0
21,55,0,1,9.533086512,1,0
21,55,1,1,8.235618637,24,0
21,770,1,1,9.532486197,1,0
21,770,0,1,8.132246218,24,0
23,579,1,1,9.533136344,0,1
23,579,0,1,8.694051269,20,0
23,697,0,1,9.533136344,0,0
23,697,1,1,8.389756574,22,0
23,55,0,1,9.533085311,1,0
23,55,1,1,8.235612433,24,0
23,770,1,1,9.532483909,1,0
23,770,0,1,8.132237977,24,0
25,697,0,1,9.533132867,0,1
25,697,1,1,8.389752946,22,0
25,579,1,1,9.533132867,0,0
25,579,0,1,8.694039096,20,0
25,55,0,1,9.533072447,1,0
25,55,1,1,8.235628049,24,0
25,770,1,1,9.532471541,1,0
25,770,0,1,8.132244316,24,0
27,579,1,1,9.533132166,0,1
27,579,0,1,8.694036529,20,0
27,697,0,1,9.533132166,0,0
27,697,1,1,8.3897374,22,0
27,55,0,1,9.533078332,1,0
27,55,1,1,8.235633013,24,0
27,770,1,1,9.532476829,1,0
27,770,0,1,8.132242397,24,0
29,697,0,1,9.533137348,0,1
29,697,1,1,8.38973515,22,0
29,579,1,1,9.533137348,0,0
29,579,0,1,8.694062406,20,0
29,55,0,1,9.533080293,1,0
29,55,1,1,8.235648769,24,0
29,770,1,1,9.532479088,1,0
29,770,0,1,8.132251751,24,0
31,579,1,1,9.533132702,0,1
31,579,0,1,8.694054407,20,0
31,697,0,1,9.533132702,0,0
31,697,1,1,8.389733591,22,0
31,55,0,1,9.533076224,1,0
31,55,1,1,8.235628572,24,0
31,770,1,1,9.532475233,1,0
31,770,0,1,8.132248736,24,0
33,697,0,1,9.533133331,0,0
33,697,1,1,8.389747734,22,0
33,579,1,1,9.533133331,0,1
33,579,0,1,8.69404772,20,0
33,55,0,1,9.533078785,1,0
33,55,1,1,8.235630241,24,0
33,770,1,1,9.532477124,1,0
33,770,0,1,8.132243063,24,0
35,697,0,1,9.53313514,0,0
35,697,1,1,8.389743044,22,0
35,579,1,1,9.53313514,0,1
35,579,0,1,8.694050456,20,0
35,55,0,1,9.533079195,1,0
35,55,1,1,8.235626152,24,0
35,770,1,1,9.532478185,1,0
35,770,0,1,8.132246245,24,0
36,697,0,1,9.533134073,0,1
36,697,1,1,8.389743873,22,0
36,55,0,1,9.533078212,1,0
36,55,1,1,8.235629062,24,0
36,770,1,1,9.532477019,1,0
36,770,0,1,8.132246601,24,0
36,69,1,1,9.532029459,1,0
36,69,0,1,7.410319276,29,0
38,697,0,1,9.533133053,0,1
38,697,1,1,8.389740816,22,0
38,55,0,1,9.533078113,1,0
38,55,1,1,8.235634804,24,0
38,770,1,1,9.532476557,1,0
38,770,0,1,8.13224559,24,0
38,69,1,1,9.532029037,1,0
38,69,0,1,7.410319983,29,0
40,697,0,1,9.533133925,0,1
40,697,1,1,8.389737359,22,0
40,55,0,1,9.533079115,1,0
40,55,1,1,8.235637525,24,0
40,770,1,1,9.532477776,1,0
40,770,0,1,8.132252368,24,0
40,69,1,1,9.532029449,1,0
40,69,0,1,7.410319694,29,0
42,697,0,1,9.533133734,0,1
42,697,1,1,8.389739065,22,0
42,55,0,1,9.533078461,1,0
42,55,1,1,8.23563393,24,0
42,770,1,1,9.532477181,1,0
42,770,0,1,8.132249671,24,0
42,69,1,1,9.532028915,1,0
42,69,0,1,7.410317525,29,0
44,697,0,1,9.533133407,0,1
44,697,1,1,8.389742205,22,0
44,55,0,1,9.533078511,1,0
44,55,1,1,8.235631981,24,0
44,770,1,1,9.532477013,1,0
44,770,0,1,8.132248048,24,0
44,69,1,1,9.532029204,1,0
44,69,0,1,7.410317445,29,0
46,697,0,1,9.533133798,0,1
46,697,1,1,8.389743567,22,0
46,55,0,1,9.533078778,1,0
46,55,1,1,8.235629621,24,0
46,770,1,1,9.532477563,1,0
46,770,0,1,8.132246483,24,0
46,69,1,1,9.532029667,1,0
46,69,0,1,7.410317432,29,0
48,697,0,1,9.533133625,0,1
48,697,1,1,8.389743447,22,0
48,55,0,1,9.533078641,1,0
48,55,1,1,8.235631638,24,0
48,770,1,1,9.532477238,1,0
48,770,0,1,8.132245576,24,0
48,69,1,1,9.532029585,1,0
48,69,0,1,7.410318472,29,0
50,697,0,1,9.533133442,0,1
50,697,1,1,8.389740823,22,0
50,55,0,1,9.533078688,1,0
50,55,1,1,8.235633957,24,0
50,770,1,1,9.532477299,1,0
50,770,0,1,8.132246684,24,0
50,69,1,1,9.532029292,1,0
50,69,0,1,7.410318941,29,0
52,697,0,1,9.533133601,0,1
52,697,1,1,8.389739989,22,0
52,55,0,1,9.533078752,1,0
52,55,1,1,8.235633855,24,0
52,770,1,1,9.532477352,1,0
52,770,0,1,8.132247997,24,0
52,69,1,1,9.53202929,1,0
52,69,0,1,7.410318336,29,0
54,697,0,1,9.533133567,0,1
54,697,1,1,8.389740508,22,0
54,55,0,1,9.533078672,1,0
54,55,1,1,8.235633272,24,0
54,770,1,1,9.532477291,1,0
54,770,0,1,8.13224738,24,0
54,69,1,1,9.53202921,1,0
54,69,0,1,7.410318382,29,0
55,55,0,1,9.533078656,1,1
55,55,1,1,8.235633223,24,0
55,770,1,1,9.532477229,1,0
55,770,0,1,8.13224733,24,0
55,69,1,1,9.532029289,1,0
55,69,0,1,7.410318073,29,0
55,920,1,1,9.530616225,1,0
55,920,0,1,7.58574566,24,0
57,55,0,1,9.533078697,1,1
57,55,1,1,8.235632311,24,0
57,770,1,1,9.532477256,1,0
57,770,0,1,8.132246603,24,0
57,69,1,1,9.532029506,1,0
57,69,0,1,7.410318432,29,0
57,920,1,1,9.530616676,1,0
57,920,0,1,7.585747213,24,0
59,55,0,1,9.533078697,1,1
59,55,1,1,8.23563307,24,0
59,770,1,1,9.532477302,1,0
59,770,0,1,8.132247726,24,0
59,69,1,1,9.532029328,1,0
59,69,0,1,7.410318466,29,0
59,920,1,1,9.530616768,1,0
59,920,0,1,7.585746191,24,0
61,55,0,1,9.533078688,1,1
61,55,1,1,8.235632498,24,0
61,770,1,1,9.532477317,1,0
61,770,0,1,8.132247482,24,0
61,69,1,1,9.532029358,1,0
61,69,0,1,7.410318182,29,0
61,920,1,1,9.530616532,1,0
61,920,0,1,7.585746085,24,0
63,55,0,1,9.533078689,1,1
63,55,1,1,8.23563244,24,0
63,770,1,1,9.532477305,1,0
63,770,0,1,8.132247,24,0
63,69,1,1,9.532029417,1,0
63,69,0,1,7.410318316,29,0
63,920,1,1,9.530616603,1,0
63,920,0,1,7.58574671,24,0
65,55,0,1,9.533078693,1,1
65,55,1,1,8.235632772,24,0
65,770,1,1,9.532477309,1,0
65,770,0,1,8.132247344,24,0
65,69,1,1,9.532029372,1,0
65,69,0,1,7.410318411,29,0
65,920,1,1,9.530616602,1,0
65,920,0,1,7.585746215,24,0
67,55,0,1,9.533078692,1,1
67,55,1,1,8.235632495,24,0
67,770,1,1,9.532477316,1,0
67,770,0,1,8.13224741,24,0
67,69,1,1,9.532029379,1,0
67,69,0,1,7.410318275,29,0
67,920,1,1,9.530616525,1,0
67,920,0,1,7.58574629,24,0
69,55,0,1,9.533078692,1,1
69,55,1,1,8.235632564,24,0
69,770,1,1,9.532477315,1,0
69,770,0,1,8.132247334,24,0
69,69,1,1,9.532029392,1,0
69,69,0,1,7.410318346,29,0
69,920,1,1,9.530616573,1,0
69,920,0,1,7.585746513,24,0
71,55,0,1,9.533078693,1,1
71,55,1,1,8.235632693,24,0
71,770,1,1,9.53247731,1,0
71,770,0,1,8.132247388,24,0
71,69,1,1,9.532029372,1,0
71,69,0,1,7.410318361,29,0
71,920,1,1,9.530616559,1,0
71,920,0,1,7.585746328,24,0
73,55,0,1,9.533078693,1,1
73,55,1,1,8.235632568,24,0
73,770,1,1,9.532477312,1,0
73,770,0,1,8.132247336,24,0
73,69,1,1,9.53202938,1,0
73,69,0,1,7.410318319,29,0
73,920,1,1,9.530616538,1,0
73,920,0,1,7.585746364,24,0
74,770,1,1,9.532477296,1,0
74,770,0,1,8.052411615,24,0
74,69,1,1,9.531974548,1,0
74,69,0,1,7.410234017,29,0
74,920,1,1,9.530561959,1,0
74,920,0,1,7.585721233,24,0
74,236,0,1,9.530409725,0,1
74,236,1,1,3.702240821,42,0
76,770,1,1,9.532478855,1,0
76,770,0,1,8.052409638,24,0
76,69,1,1,9.531975652,1,0
76,69,0,1,7.410233747,29,0
76,920,1,1,9.530559406,1,0
76,920,0,1,7.585721867,24,0
76,236,0,1,9.530411143,0,1
76,236,1,1,3.702237879,42,0
78,770,1,1,9.53247798,1,0
78,770,0,1,8.052407119,24,0
78,69,1,1,9.531975179,1,0
78,69,0,1,7.410232757,29,0
78,920,1,1,9.530561922,1,0
78,920,0,1,7.585720863,24,0
78,236,0,1,9.530411869,0,1
78,236,1,1,3.702239236,42,0
80,770,1,1,9.53247835,1,0
80,770,0,1,8.052408892,24,0
80,69,1,1,9.531975755,1,0
80,69,0,1,7.410233767,29,0
80,920,1,1,9.530562467,1,0
80,920,0,1,7.585722693,24,0
80,236,0,1,9.530412281,0,1
80,236,1,1,3.702239727,42,0
82,770,1,1,9.532478841,1,0
82,770,0,1,8.05240913,24,0
82,69,1,1,9.531975815,1,0
82,69,0,1,7.410233451,29,0
82,920,1,1,9.530563022,1,0
82,920,0,1,7.585723448,24,0
82,236,0,1,9.530411928,0,1
82,236,1,1,3.702239546,42,0
84,770,1,1,9.532478615,1,0
84,770,0,1,8.052410652,24,0
84,69,1,1,9.531975824,1,0
84,69,0,1,7.410234375,29,0
84,920,1,1,9.530561907,1,0
84,920,0,1,7.585723422,24,0
84,236,0,1,9.530412835,0,1
84,236,1,1,3.70223893,42,0
86,770,1,1,9.53248003,1,0
86,770,0,1,8.052412856,24,0
86,69,1,1,9.531977528,1,0
86,69,0,1,7.410234943,29,0
86,920,1,1,9.530563409,1,0
86,920,0,1,7.585721649,24,0
86,236,0,1,9.530412628,0,1
86,236,1,1,3.702239865,42,0
88,770,1,1,9.532479916,1,0
88,770,0,1,8.052412341,24,0
88,69,1,1,9.531977023,1,0
88,69,0,1,7.410234417,29,0
88,920,1,1,9.530563587,1,0
88,920,0,1,7.585721891,24,0
88,236,0,1,9.530412659,0,1
88,236,1,1,3.702239519,42,0
90,770,1,1,9.532479971,1,0
90,770,0,1,8.052413577,24,0
90,69,1,1,9.531977039,1,0
90,69,0,1,7.410234464,29,0
90,920,1,1,9.53056313,1,0
90,920,0,1,7.585722073,24,0
90,236,0,1,9.530413392,0,1
90,236,1,1,3.702239956,42,0
92,770,1,1,9.532479158,1,0
92,770,0,1,8.052413081,24,0
92,69,1,1,9.531976357,1,0
92,69,0,1,7.410233971,29,0
92,920,1,1,9.530562362,1,0
92,920,0,1,7.585722582,24,0
92,236,0,1,9.530412801,0,1
92,236,1,1,3.702239949,42,0
93,770,1,1,9.529807541,1,1
93,770,0,1,8.050899381,24,0
93,69,1,1,9.529305882,1,0
93,69,0,1,7.408593486,29,0
93,920,1,1,9.527894,1,0
93,920,0,1,7.583874661,24,0
93,801,1,1,9.526949155,1,0
93,801,0,1,6.92589857,27,0
95,69,1,1,9.531372731,1,0
95,69,0,1,7.409277845,29,0
95,920,1,1,9.529959195,1,0
95,920,0,1,7.585469007,24,0
95,236,0,1,9.529808808,0,1
95,236,1,1,3.702055088,42,0
95,801,1,1,9.529017651,1,0
95,801,0,1,6.928602596,27,0
97,69,1,1,9.53137575,1,0
97,69,0,1,7.409280173,29,0
97,920,1,1,9.529962576,1,0
97,920,0,1,7.585464785,24,0
97,236,0,1,9.529808583,0,1
97,236,1,1,3.702046981,42,0
97,801,1,1,9.529019373,1,0
97,801,0,1,6.928600633,27,0
99,69,1,1,9.531375415,1,0
99,69,0,1,7.409281318,29,0
99,920,1,1,9.529961873,1,0
99,920,0,1,7.58546765,24,0
99,236,0,1,9.529809331,0,1
99,236,1,1,3.70205441,42,0
99,801,1,1,9.529021199,1,0
99,801,0,1,6.928599701,27,0
101,69,1,1,9.531375233,1,0
101,69,0,1,7.409282718,29,0
101,920,1,1,9.529963238,1,0
101,920,0,1,7.585466076,24,0
101,236,0,1,9.529809192,0,1
101,236,1,1,3.702050566,42,0
101,801,1,1,9.52902052,1,0
101,801,0,1,6.928600913,27,0
103,69,1,1,9.531375013,1,0
103,69,0,1,7.409281387,29,0
103,920,1,1,9.529961651,1,0
103,920,0,1,7.58546485,24,0
103,236,0,1,9.529809726,0,1
103,236,1,1,3.702053021,42,0
103,801,1,1,9.52901976,1,0
103,801,0,1,6.928599282,27,0
105,69,1,1,9.531374142,1,0
105,69,0,1,7.409280786,29,0
105,920,1,1,9.529961799,1,0
105,920,0,1,7.585463302,24,0
105,236,0,1,9.529810327,0,1
105,236,1,1,3.702052263,42,0
105,801,1,1,9.529019182,1,0
105,801,0,1,6.928601479,27,0
107,69,1,1,9.531375599,1,0
107,69,0,1,7.40928049,29,0
107,920,1,1,9.529962434,1,0
107,920,0,1,7.585465103,24,0
107,236,0,1,9.529808655,0,1
107,236,1,1,3.702050985,42,0
107,801,1,1,9.529019426,1,0
107,801,0,1,6.928600004,27,0
109,69,1,1,9.531375362,1,0
109,69,0,1,7.409280268,29,0
109,920,1,1,9.529962238,1,0
109,920,0,1,7.585464701,24,0
109,236,0,1,9.529810218,0,1
109,236,1,1,3.70205291,42,0
109,801,1,1,9.52902043,1,0
109,801,0,1,6.928599725,27,0
111,69,1,1,9.531375553,1,0
111,69,0,1,7.409280242,29,0
111,920,1,1,9.529962251,1,0
111,920,0,1,7.58546549,24,0
111,236,0,1,9.529810125,0,1
111,236,1,1,3.702051432,42,0
111,801,1,1,9.529020768,1,0
111,801,0,1,6.928600142,27,0
112,69,1,1,9.528703292,1,1
112,69,0,1,7.407639761,29,0
112,920,1,1,9.527292322,1,0
112,920,0,1,7.583616948,24,0
112,801,1,1,9.526350715,1,0
112,801,0,1,6.925408533,27,0
112,802,1,1,9.52541733,2,0
112,802,0,1,5.705332253,36,0
114,920,1,1,9.52886049,1,0
114,920,0,1,7.584945735,24,0
114,236,0,1,9.528704405,0,1
114,236,1,1,3.701045706,42,0
114,801,1,1,9.527916051,1,0
114,801,0,1,6.927889718,27,0
114,802,1,1,9.52697574,2,0
114,802,0,1,5.710437431,32,0
116,920,1,1,9.528861596,1,0
116,920,0,1,7.584940472,24,0
116,236,0,1,9.528703643,0,1
116,236,1,1,3.701038672,42,0
116,801,1,1,9.527918265,1,0
116,801,0,1,6.927888153,27,0
116,802,1,1,9.5269728,2,0
116,802,0,1,5.710435669,32,0
118,920,1,1,9.528860018,1,0
118,920,0,1,7.584941851,24,0
118,236,0,1,9.528704973,0,1
118,236,1,1,3.701045089,42,0
118,801,1,1,9.52791819,1,0
118,801,0,1,6.927886312,27,0
118,802,1,1,9.526973014,2,0
118,802,0,1,5.710429751,32,0
120,920,1,1,9.528860887,1,0
120,920,0,1,7.584939279,24,0
120,236,0,1,9.528704848,0,1
120,236,1,1,3.701041541,42,0
120,801,1,1,9.5279188,1,0
120,801,0,1,6.927887528,27,0
120,802,1,1,9.526977271,2,0
120,802,0,1,5.710431589,32,0
122,920,1,1,9.52885934,1,0
122,920,0,1,7.584939342,24,0
122,236,0,1,9.5287052,0,1
122,236,1,1,3.701043693,42,0
122,801,1,1,9.527916923,1,0
122,801,0,1,6.927886376,27,0
122,802,1,1,9.526974397,2,0
122,802,0,1,5.710433443,32,0
124,920,1,1,9.528859671,1,0
124,920,0,1,7.584938772,24,0
124,236,0,1,9.528706062,0,1
124,236,1,1,3.701043708,42,0
124,801,1,1,9.527916843,1,0
124,801,0,1,6.927887811,27,0
124,802,1,1,9.526975953,2,0
124,802,0,1,5.710433186,32,0
126,920,1,1,9.528861105,1,0
126,920,0,1,7.584941214,24,0
126,236,0,1,9.528704581,0,1
126,236,1,1,3.701041697,42,0
126,801,1,1,9.527917314,1,0
126,801,0,1,6.927886801,27,0
126,802,1,1,9.526975036,2,0
126,802,0,1,5.710434238,32,0
128,920,1,1,9.528860687,1,0
128,920,0,1,7.58494044,24,0
128,236,0,1,9.528705729,0,1
128,236,1,1,3.701043931,42,0
128,801,1,1,9.52791802,1,0
128,801,0,1,6.927886353,27,0
128,802,1,1,9.526975211,2,0
128,802,0,1,5.71043374,32,0
130,920,1,1,9.528860615,1,0
130,920,0,1,7.584940188,24,0
130,236,0,1,9.528705446,0,1
130,236,1,1,3.701042443,42,0
130,801,1,1,9.527918458,1,0
130,801,0,1,6.927886764,27,0
130,802,1,1,9.526974872,2,0
130,802,0,1,5.710434087,32,0
131,920,1,1,9.526190712,1,0
131,920,0,1,7.583092448,24,0
131,801,1,1,9.52524865,1,0
131,801,0,1,6.924697036,27,0
131,802,1,1,9.524316429,2,0
131,802,0,1,5.704526765,36,0
131,822,1,1,9.523738438,0,1
131,822,0,1,5.346638508,35,0
133,920,1,1,9.526181969,1,0
133,920,0,1,7.583100193,24,0
133,801,1,1,9.525247809,1,0
133,801,0,1,6.924702031,27,0
133,802,1,1,9.52432172,2,0
133,802,0,1,5.704529327,36,0
133,822,1,1,9.523738495,0,1
133,822,0,1,5.346639658,35,0
135,920,1,1,9.526185466,1,0
135,920,0,1,7.583114233,24,0
135,801,1,1,9.525252995,1,0
135,801,0,1,6.924703278,27,0
135,802,1,1,9.524331567,2,0
135,802,0,1,5.703656425,32,0
135,822,1,1,9.523718794,0,1
135,822,0,1,5.346647956,35,0
137,920,1,1,9.526189935,1,0
137,920,0,1,7.583117939,24,0
137,801,1,1,9.525259789,1,0
137,801,0,1,6.924703137,27,0
137,802,1,1,9.524337923,2,0
137,802,0,1,5.703661578,32,0
137,822,1,1,9.523718517,0,1
137,822,0,1,5.346645654,35,0
139,920,1,1,9.526201351,1,0
139,920,0,1,7.583116635,24,0
139,801,1,1,9.525270303,1,0
139,801,0,1,6.924703296,27,0
139,802,1,1,9.524346006,2,0
139,802,0,1,5.703660983,32,0
139,822,1,1,9.523734722,0,1
139,822,0,1,5.346647635,35,0
141,920,1,1,9.526214606,1,0
141,920,0,1,7.583113373,24,0
141,801,1,1,9.525278797,1,0
141,801,0,1,6.924700128,27,0
141,802,1,1,9.52434718,2,0
141,802,0,1,5.704530703,36,0
141,822,1,1,9.523745904,0,1
141,822,0,1,5.346643442,35,0
143,920,1,1,9.526216723,1,0
143,920,0,1,7.583111077,24,0
143,801,1,1,9.525280189,1,0
143,801,0,1,6.92469578,27,0
143,802,1,1,9.524344225,2,0
143,802,0,1,5.704530611,36,0
143,822,1,1,9.523756404,0,1
143,822,0,1,5.346642006,35,0
145,920,1,1,9.526217579,1,0
145,920,0,1,7.583113612,24,0
145,801,1,1,9.525281169,1,0
145,801,0,1,6.924695696,27,0
145,802,1,1,9.52434234,2,0
145,802,0,1,5.704529962,36,0
145,822,1,1,9.5237586,0,1
145,822,0,1,5.346641175,35,0
147,920,1,1,9.526216594,1,0
147,920,0,1,7.583114176,24,0
147,801,1,1,9.525279488,1,0
147,801,0,1,6.92469562,27,0
147,802,1,1,9.524339933,2,0
147,802,0,1,5.704528731,36,0
147,822,1,1,9.523758843,0,1
147,822,0,1,5.346640316,35,0
149,920,1,1,9.526214342,1,0
149,920,0,1,7.583115568,24,0
149,801,1,1,9.525278252,1,0
149,801,0,1,6.924695279,27,0
149,802,1,1,9.524335682,2,0
149,802,0,1,5.704527613,36,0
149,822,1,1,9.523759409,0,1
149,822,0,1,5.346640482,35,0
150,920,1,1,9.521259266,1,1
150,920,0,1,7.578106503,24,0
150,801,1,1,9.52030885,1,0
150,801,0,1,6.918854716,27,0
150,802,1,1,9.519387158,2,0
150,802,0,1,5.700729447,36,0
150,644,0,1,9.517990167,1,0
150,644,1,1,6.659725394,30,0
152,801,1,1,9.522738511,1,0
152,801,0,1,6.923220145,27,0
152,802,1,1,9.521783348,2,0
152,802,0,1,5.70088968,36,0
152,822,1,1,9.521249527,0,1
152,822,0,1,5.345401072,35,0
152,644,0,1,9.520411364,1,0
152,644,1,1,6.661822753,30,0
154,801,1,1,9.522739069,1,0
154,801,0,1,6.923220888,27,0
154,802,1,1,9.52180253,1,0
154,802,0,1,5.70089714,36,0
154,822,1,1,9.521228404,0,1
154,822,0,1,5.345398563,35,0
154,644,0,1,9.52040553,1,0
154,644,1,1,6.661823556,30,0
156,801,1,1,9.522740393,1,0
156,801,0,1,6.923221159,27,0
156,802,1,1,9.521810697,2,0
156,802,0,1,5.700900015,36,0
156,822,1,1,9.521227831,0,1
156,822,0,1,5.345404804,35,0
156,644,0,1,9.520403018,1,0
156,644,1,1,6.661830308,30,0
158,801,1,1,9.522744125,1,0
158,801,0,1,6.923223605,27,0
158,802,1,1,9.521814983,2,0
158,802,0,1,5.700904386,36,0
158,822,1,1,9.521220596,0,1
158,822,0,1,5.345406252,35,0
158,644,0,1,9.520408552,1,0
158,644,1,1,6.661823828,30,0
160,801,1,1,9.522751545,1,0
160,801,0,1,6.923219986,27,0
160,802,1,1,9.521815994,2,0
160,802,0,1,5.700903086,36,0
160,822,1,1,9.521217567,0,1
160,822,0,1,5.345405067,35,0
160,644,0,1,9.520415056,1,0
160,644,1,1,6.661828487,30,0
162,801,1,1,9.522756503,1,0
162,801,0,1,6.92321857,27,0
162,802,1,1,9.521817431,2,0
162,802,0,1,5.700899446,36,0
162,822,1,1,9.521229074,0,1
162,822,0,1,5.3454044,35,0
162,644,0,1,9.520421166,1,0
162,644,1,1,6.661827629,30,0
164,801,1,1,9.522758495,1,0
164,801,0,1,6.923220437,27,0
164,802,1,1,9.52182014,2,0
164,802,0,1,5.700900719,36,0
164,822,1,1,9.521233135,0,1
164,822,0,1,5.345402935,35,0
164,644,0,1,9.520420311,1,0
164,644,1,1,6.661826225,30,0
166,801,1,1,9.522757355,1,0
166,801,0,1,6.923219036,27,0
166,802,1,1,9.521820961,2,0
166,802,0,1,5.700898773,36,0
166,822,1,1,9.521236556,0,1
166,822,0,1,5.345403979,35,0
166,644,0,1,9.52041728,1,0
166,644,1,1,6.661829491,30,0
168,801,1,1,9.522755457,1,0
168,801,0,1,6.923220386,27,0
168,802,1,1,9.521823042,2,0
168,802,0,1,5.700899144,36,0
168,822,1,1,9.521237953,0,1
168,822,0,1,5.345402268,35,0
168,644,0,1,9.520420946,1,0
168,644,1,1,6.661828631,30,0
169,801,1,1,9.517788809,1,1
169,801,0,1,6.917371072,27,0
169,802,1,1,9.516869816,2,0
169,802,0,1,5.697106844,36,0
169,644,0,1,9.515482544,1,0
169,644,1,1,6.657816899,30,0
169,782,1,1,9.514775536,1,0
169,782,0,1,5.457417951,30,0
171,802,1,1,9.518334297,2,0
171,802,0,1,5.696912643,36,0
171,822,1,1,9.517783797,0,1
171,822,0,1,5.341473598,35,0
171,644,0,1,9.516951312,1,0
171,644,1,1,6.6583999,30,0
171,782,1,1,9.51630604,1,0
171,782,0,1,5.462222353,30,0
173,802,1,1,9.518351599,2,0
173,802,0,1,5.696911548,36,0
173,822,1,1,9.517760821,0,1
173,822,0,1,5.341467755,35,0
173,644,0,1,9.516942181,1,0
173,644,1,1,6.658407451,30,0
173,782,1,1,9.516299066,1,0
173,782,0,1,5.46221859,30,0
175,802,1,1,9.518359523,2,0
175,802,0,1,5.696912457,36,0
175,822,1,1,9.517766385,0,1
175,822,0,1,5.34147416,35,0
175,644,0,1,9.516945851,1,0
175,644,1,1,6.658407485,30,0
175,782,1,1,9.516306521,1,0
175,782,0,1,5.462219156,30,0
177,802,1,1,9.518363634,2,0
177,802,0,1,5.696914431,36,0
177,822,1,1,9.517765303,0,1
177,822,0,1,5.341473017,35,0
177,644,0,1,9.51694597,1,0
177,644,1,1,6.658400936,30,0
177,782,1,1,9.516300824,1,0
177,782,0,1,5.462218098,30,0
179,802,1,1,9.518363125,2,0
179,802,0,1,5.696917915,36,0
179,822,1,1,9.517759291,0,1
179,822,0,1,5.341473555,35,0
179,644,0,1,9.516950037,1,0
179,644,1,1,6.658409454,30,0
179,782,1,1,9.516310134,1,0
179,782,0,1,5.462220276,30,0
181,802,1,1,9.518363877,2,0
181,802,0,1,5.696914917,36,0
181,822,1,1,9.517766017,0,1
181,822,0,1,5.341472808,35,0
181,644,0,1,9.516954525,1,0
181,644,1,1,6.658406672,30,0
181,782,1,1,9.516311267,1,0
181,782,0,1,5.462218975,30,0
183,802,1,1,9.518364872,2,0
